User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Age,Country,Author_Numerical
277378,0192827588,8,"Northanger Abbey, Lady Susan, the Watsons and Sanditon (World's Classics)",Jane Austen,1990,Oxford University Press,33.0,canada,26
277378,0446608955,4,A Walk to Remember,Nicholas Sparks,2000,Warner Books,33.0,canada,28
277378,0670892963,7,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,33.0,canada,29
277378,0804114986,5,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books,33.0,canada,31
277651,0743225406,8,The Shipping News : A Novel,Annie Proulx,2001,Scribner,38.0,canada,35
277879,0671759361,8,Pearl in the Mist (Landry),V.C. Andrews,1994,Pocket,40.0,canada,40
278107,0446605239,8,The Notebook,Nicholas Sparks,1998,Warner Books,51.0,canada,28
278110,0671870998,8,The Wedding,Julie Garwood,1996,Pocket Books,35.0,canada,71
278221,0446613436,7,The Guardian,Nicholas Sparks,2004,Warner Books,32.0,canada,28
278221,0553582755,9,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,32.0,canada,76
278221,0671027123,8,All Through the Night (Holiday Classics),Mary Higgins Clark,1999,Pocket,32.0,canada,77
278221,0743460529,8,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket,32.0,canada,77
278221,0804106304,9,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),32.0,canada,31
278361,0671868691,7,Bitter Harvest,Ann Rule,1999,Pocket,28.0,canada,88
1063,0671721038,6,"The New Hugo Winners, Vol. 2",Isaac Asimov,1991,Baen,19.0,canada,107
1116,0425185710,6,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Berkley Publishing Group,29.0,canada,114
1242,1559277785,7,Full House,Janet Evanovich,2002,Audio Renaissance,25.0,canada,119
1721,0449225151,9,A Place Called Freedom,Ken Follett,1996,Fawcett Books,21.0,canada,21
2181,0765341840,8,"From The Two Rivers : The Eye of the World, Book 1 (Wheel of Time (Starscape))",Robert Jordan,2002,Starscape,15.0,canada,122
2189,2070423158,9,L'InvitÃ?Â©,Roald Dahl,2002,Gallimard,24.0,canada,2
2578,0590453661,8,"Stay Out of the Basement (Goosebumps, No 2)",R. L. Stine,1995,Scholastic,16.0,canada,133
2982,0441790348,8,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter,34.0,canada,136
3168,0684872153,8,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,17.0,canada,140
3282,0345275675,10,"The White Dragon (Dragonriders of Pern, V. 3)",Anne McCaffrey,1981,Ultramarine Pub Co,52.0,canada,141
3282,0441135560,10,Damia (Ace Science Fiction),Anne McCaffrey,1993,ACE Charter,52.0,canada,141
3282,0451205421,8,The Door to December,Dean R. Koontz,2002,Signet Book,52.0,canada,76
3282,0671720414,9,Generation Warriors,Anne McCaffrey,1991,Baen,52.0,canada,141
3374,0345384466,8,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books,47.0,canada,156
3374,0671034006,8,Heartbreaker,Julie Garwood,2001,Pocket,47.0,canada,71
3460,0446605239,6,The Notebook,Nicholas Sparks,1998,Warner Books,32.0,canada,28
3578,0060987049,9,Microserfs,Douglas Coupland,1996,Regan Books,25.0,canada,161
3578,0345347951,8,Childhood's End,Arthur C. Clarke,1987,Del Rey Books,25.0,canada,165
3578,1573225517,10,High Fidelity,Nick Hornby,1996,Riverhead Books,25.0,canada,176
3917,031205436X,10,Generation X: Tales for an Accelerated Culture,Douglas Coupland,1992,St. Martin's Press,25.0,canada,161
3917,038533348X,7,Cat's Cradle,Kurt Vonnegut,1998,Delta,25.0,canada,184
3917,0670892963,5,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,25.0,canada,29
3917,1573226882,6,Fever Pitch,Nick Hornby,1998,Riverhead Books,25.0,canada,176
3917,1573228214,8,High Fidelity,Nick Hornby,2000,Riverhead Books,25.0,canada,176
4107,0345380371,5,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,19.0,canada,201
4144,0440222915,8,Outlander,DIANA GABALDON,1996,Dell,31.0,canada,204
4225,0804106304,6,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),33.0,canada,31
4225,1573229326,5,How to Be Good,Nick Hornby,2002,Riverhead Books,33.0,canada,176
5287,1558747028,6,Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),Jack Canfield,1999,Health Communications,22.0,canada,221
5576,0590466178,5,"Night of the Living Dummy (Goosebumps, No 7)",R. L. Stine,1995,Scholastic,23.0,canada,133
6336,0060175400,6,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins,41.0,canada,243
6347,0446605239,7,The Notebook,Nicholas Sparks,1998,Warner Books,19.0,canada,28
6432,0345339495,7,Nerilka's Story (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,Del Rey Books,21.0,canada,141
6432,0671525433,4,Dark Angel,V.C. Andrews,1986,Pocket,21.0,canada,40
6492,0553279556,9,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam,35.0,canada,254
6662,0380016974,7,Captive Bride,Johanna Lindsey,1999,Avon,31.0,canada,15
6662,0380814803,10,The Pursuit (Avon Historical Romance),Johanna Lindsey,2003,Avon,31.0,canada,15
6662,0425181685,8,Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover)),Laurell K. Hamilton,2001,Berkley Publishing Group,31.0,canada,263
6662,0425188361,8,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,2003,Berkley Publishing Group,31.0,canada,263
6766,0515136263,8,Chesapeake Blue,Nora Roberts,2004,Jove Books,66.0,canada,277
7033,0060928336,9,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,29.0,canada,281
7033,0425147584,5,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,29.0,canada,283
7056,155874262X,8,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993,Health Communications,31.0,canada,221
7371,0060959037,9,Prodigal Summer: A Novel,Barbara Kingsolver,2001,Perennial,26.0,canada,243
7371,0345305779,8,Get Off the Unicorn,Anne McCaffrey,1982,Del Rey Books,26.0,canada,141
7371,0345316002,9,Killashandra,Anne McCaffrey,1993,Del Rey Books,26.0,canada,141
7371,0345387805,8,Power Lines,Anne McCaffrey,1996,Del Rey Books,26.0,canada,141
7371,0380776510,6,Paradise Wild,Johanna Lindsey,1981,Avon,26.0,canada,15
7371,0440215625,8,Dragonfly in Amber,DIANA GABALDON,1993,Dell,26.0,canada,204
7371,067101420X,7,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,2002,Pocket,26.0,canada,294
7371,068419337X,7,SHIPPING NEWS,Annie Proulx,1993,Scribner,26.0,canada,35
7441,0451190548,10,The Green Mile: Coffey's Hands (Green Mile Series),Stephen King,1996,Signet Book,19.0,canada,0
7507,0684872153,8,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,24.0,canada,140
7520,0590032496,6,"Witches , The",Roald Dahl,1997,Scholastic Inc.,13.0,canada,2
7629,0440111498,10,Cat's Cradle,Kurt Vonnegut,1997,Dell Publishing Company,21.0,canada,184
7629,0553286587,10,Rama II: The Sequel to Rendezvous with Rama,Arthur C. Clarke,1990,Bantam,21.0,canada,165
7637,0380759470,7,Xanth 13: Isle of View,Piers Anthony,1990,Eos,28.0,canada,302
7881,0440180295,9,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel,23.0,canada,184
8095,014034294X,8,Matilda,Roald Dahl,1990,Puffin Books,22.0,canada,2
8451,0345368940,5,The Dolphins of Pern,Anne McCaffrey,1994,Ballantine Books,55.0,canada,141
9183,0140093060,7,Telling of Lies: A Mystery,Timothy Findley,1987,Penguin USA,31.0,canada,339
9234,0330419560,10,Salmon Doubt,Douglas Adams,2003,Pan Macmillan,33.0,canada,22
9417,0345300777,8,"Magician's Gambit (Eddings, David. , the Belgariad, Bk. 3.)",David Eddings,1983,Ballantine Books,26.0,canada,347
9417,0345300785,8,"Enchanters' End Game (The Belgariad, Book 5)",David Eddings,1984,Ballantine Books,26.0,canada,347
9417,0345300793,8,"Queen of Sorcery (Eddings, David. , the Belgariad, Bk. 2.)",David Eddings,1982,Ballantine Books,26.0,canada,347
9417,0345309979,8,"Belgariad Part One (Eddings, David. , the Belgariad, Bk. 1.)",David Eddings,1982,Ballantine Books,26.0,canada,347
9417,0345335708,8,"Castle of Wizardry (The Belgariad, Book 4)",David Eddings,1991,Del Rey Books,26.0,canada,347
9417,0380977788,10,Coraline,Neil Gaiman,2002,HarperCollins,26.0,canada,23
9417,0425075699,7,Darkfall Can,Dean R. Koontz,1984,Berkley Publishing Group,26.0,canada,76
9417,0425080021,5,Dune,Frank Herbert,1984,Berkley Publishing Group,26.0,canada,348
9417,0425099334,6,Shattered,Dean R. Koontz,1993,Berkley Publishing Group,26.0,canada,76
9417,0425100650,3,Twilight Eyes,Dean R. Koontz,1995,Berkley Publishing Group,26.0,canada,76
9417,0440200563,5,Fine Things,Danielle Steel,1988,Dell,26.0,canada,350
9417,0446602175,3,Batman Forever: The Novelization,Peter David,1995,Warner Books (Mm),26.0,canada,351
9417,0446610038,7,1st to Die: A Novel,James Patterson,2002,Warner Vision,26.0,canada,352
9417,0451454243,8,The Forest House,Marion Zimmer Bradley,1995,Roc,26.0,canada,354
9417,055314300X,8,Bourne Identity,Robert Ludlum,1966,Bantam Doubleday Dell,26.0,canada,24
9417,0553578685,7,The Third Victim,LISA GARDNER,2001,Bantam,26.0,canada,356
9417,0671002112,7,LOVE ON LINE NANCY DREW ON CAMPUS 19,Carolyn Keene,1997,Simon Pulse,26.0,canada,359
9417,0671028006,7,Misty (Wildflowers),V.C. Andrews,1999,Pocket,26.0,canada,40
9417,0671039830,5,"Eye Of The Storm (Hudson, Book 3)",V.C. Andrews,2000,Pocket,26.0,canada,40
9417,0671039857,5,The End of the Rainbow (Hudson),V.C. Andrews,2001,Pocket,26.0,canada,40
9417,0671415085,5,IF THERE BE THORN,V.C. Andrews,1981,Pocket,26.0,canada,40
9417,0671443283,5,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V.C. Andrews,1984,Pocket,26.0,canada,40
9417,0671525425,5,Heaven,V.C. Andrews,1985,Pocket,26.0,canada,40
9417,0671525433,5,Dark Angel,V.C. Andrews,1986,Pocket,26.0,canada,40
9417,0671568051,7,GOING HOME NANCY DREW ON CAMPUS 16,Carolyn Keene,1996,Simon Pulse,26.0,canada,359
9417,0671641379,7,"Wings of Fear (Nancy Drew Files, Case No 13)",Carolyn Keene,1987,Pocket Books,26.0,canada,359
9417,0671670646,5,Gates of Paradise,V.C. Andrews,1989,Pocket,26.0,canada,40
9417,0671670689,5,Dawn (Cutler),V.C. Andrews,1990,Pocket,26.0,canada,40
9417,0671695169,5,Midnight Whispers (Cutler),V.C. Andrews,1992,Pocket,26.0,canada,40
9417,0671730886,7,CHOOSING SIDES (NANCY DREW FILES 84) : CHOOSING SIDES (Nancy Drew Files),Carolyn Keene,1993,Simon Pulse,26.0,canada,359
9417,0671759329,5,Darkest Hour (Cutler),V.C. Andrews,1993,Pocket,26.0,canada,40
9417,0671759345,5,Ruby (Landry),V.C. Andrews,1994,Pocket,26.0,canada,40
9417,0671759361,5,Pearl in the Mist (Landry),V.C. Andrews,1994,Pocket,26.0,canada,40
9417,0671794795,7,MOVING TARGET (NANCY DREW FILES 87) : MOVING TARGET (Nancy Drew Files (Paperback)),Carolyn Keene,1993,Simon Pulse,26.0,canada,359
9417,0671873202,5,Hidden Jewel (Landry),V.C. Andrews,1995,Pocket,26.0,canada,40
9704,0140177396,9,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993,Penguin Books,22.0,canada,365
10315,0064400018,8,Little House in the Big Woods,Laura Ingalls Wilder,1953,HarperTrophy,18.0,canada,367
10596,0446608653,10,The Alibi,Sandra Brown,2000,Warner Books,43.0,canada,378
10630,0684874350,9,ANGELA'S ASHES,Frank McCourt,1996,Scribner,23.0,canada,140
11169,0345337662,9,Interview with the Vampire,Anne Rice,1993,Ballantine Books,27.0,canada,386
11279,0345440781,9,The Redemption of Althalus,David Eddings,2001,Del Rey Books,29.0,canada,347
11279,0451451430,8,Nightseer,Laurell K. Hamilton,2004,Roc,29.0,canada,263
11400,0316789089,7,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",49.0,canada,400
11400,0375506039,8,Open House,Elizabeth Berg,2000,Random House Trade,49.0,canada,401
11621,0449003795,7,P Is for Peril,Sue Grafton,2002,Ballantine Books,40.0,canada,254
11621,0679454497,7,Blood and Gold (Vampire Chronicles),Anne Rice,2001,Alfred A. Knopf,40.0,canada,386
11621,0743235150,5,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Scribner,40.0,canada,0
11687,0060391626,10,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books,47.0,canada,424
11687,0446672211,10,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,47.0,canada,443
11687,0684874350,10,ANGELA'S ASHES,Frank McCourt,1996,Scribner,47.0,canada,140
12080,0330419560,5,Salmon Doubt,Douglas Adams,2003,Pan Macmillan,50.0,canada,22
12270,0330262130,10,Restaurant At the End of the Universe,Douglas Adams,0,Pan Books Ltd,14.0,canada,22
12619,0316601950,5,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,56.0,canada,400
12619,0440241073,8,The Summons,John Grisham,2002,Dell Publishing Company,56.0,canada,483
12619,0553582755,8,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,56.0,canada,76
12619,0743457358,8,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Pocket,56.0,canada,0
12707,0345361792,10,A Prayer for Owen Meany,John Irving,1990,Ballantine Books,37.0,canada,487
12707,0440206154,10,Red Dragon,Thomas Harris,2000,Dell Publishing Company,37.0,canada,489
12707,0743436210,9,Hearts in Atlantis,Stephen King,2001,Pocket,37.0,canada,0
12820,155874262X,8,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993,Health Communications,39.0,canada,221
12928,0671007343,10,AT ALL COSTS NANCY DREW HARDY BOYS SUPERMYSTERY,Carolyn Keene,1997,Simon Pulse,11.0,canada,359
13060,0399142193,6,Executive Orders,Tom Clancy,1996,Putnam Publishing Group,29.0,canada,283
13060,0425143325,6,Without Remorse,Tom Clancy,2004,Berkley Publishing Group,29.0,canada,283
13060,0425147584,6,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,29.0,canada,283
13071,0671003755,8,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,47.0,canada,424
13080,0345448995,8,Regina's Song,David Eddings,2003,Ballantine Books,22.0,canada,347
13080,0671878638,9,Bedlam's Bard,Mercedes Lackey,1998,Baen,22.0,canada,512
13080,0756401534,9,Joust (Joust),Mercedes Lackey,2004,Daw Books,22.0,canada,512
13221,0060199652,9,Prodigal Summer,Barbara Kingsolver,2000,HarperCollins,45.0,canada,243
13221,0804114986,9,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books,45.0,canada,31
13221,0971880107,9,Wild Animus,Rich Shapero,2004,Too Far,45.0,canada,525
13434,0451150716,5,Carrie,Stephen King,1981,Signet Book,29.0,canada,0
14339,0142004235,10,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books,38.0,canada,365
14354,0446672211,7,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,46.0,canada,443
14449,0002237458,6,Headhunter: A novel,Timothy Findley,1993,HarperCollins,72.0,canada,339
14449,0002244098,7,Dust to dust: Stories,Timothy Findley,1997,HarperCollins,72.0,canada,339
14449,0452264464,5,Beloved (Plume Contemporary Fiction),Toni Morrison,1994,Plume,72.0,canada,554
14449,0684841177,8,Deja Dead,Kathy Reichs,1997,Scribner,72.0,canada,558
14449,0805019375,8,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,Henry Holt &amp; Company,72.0,canada,254
14456,0345313860,10,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,27.0,canada,156
14456,0394498216,10,Interview with the Vampire : Anniversary edition,ANNE RICE,1976,Knopf,27.0,canada,156
14456,0394558235,10,"Queen of the Damned (Vampire Chronicles, Book III)",Anne Rice,1988,Alfred A. Knopf,27.0,canada,386
14456,0439064864,10,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,27.0,canada,581
14456,0439136350,10,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,27.0,canada,581
14456,0439139597,10,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,27.0,canada,581
14456,0671729411,7,Flowers In The Attic (Dollanganger),V.C. Andrews,1990,Pocket,27.0,canada,40
14456,0679454470,10,"The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles)",Anne Rice,1998,Alfred A. Knopf,27.0,canada,386
14456,0836217691,10,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,Bill Watterson,1994,Andrews McMeel Publishing,27.0,canada,602
14456,0836218051,10,The Essential Calvin and Hobbes,Bill Watterson,1988,Andrews McMeel Publishing,27.0,canada,602
14456,0836218256,10,Something Under the Bed Is Drooling,Bill Watterson,1988,Andrews McMeel Publishing,27.0,canada,602
14456,0836218353,10,Yukon Ho!,Bill Watterson,1989,Andrews McMeel Publishing,27.0,canada,602
14456,0836218523,10,The Calvin &amp; Hobbes Lazy Sunday Book,Bill Watterson,1989,Andrews McMeel Publishing,27.0,canada,602
14456,0836218620,10,Weirdos From Another Planet!,Bill Watterson,1990,Andrews McMeel Publishing,27.0,canada,602
14456,0836218663,10,The Revenge Of The Baby-Sat,Bill Watterson,1991,Andrews McMeel Publishing,27.0,canada,602
14456,0836218787,10,Scientific Progress Goes 'Boink':  A Calvin and Hobbes Collection,Bill Watterson,1991,Andrews McMeel Publishing,27.0,canada,602
14456,0836218833,10,Attack Of The Deranged Mutant Killer Snow Goons,Bill Watterson,1992,Andrews McMeel Publishing,27.0,canada,602
14456,0836220854,10,Far Side Gallery 2,Gary Larson,2003,Andrews McMeel Publishing,27.0,canada,603
14456,0836220889,10,Calvin and Hobbes,Bill Watterson,1987,Andrews McMeel Publishing,27.0,canada,602
14456,0836221362,10,It's A Magical World: A Calvin and Hobbes Collection,Bill Watterson,1996,Andrews McMeel Publishing,27.0,canada,602
14516,0671021001,10,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,25.0,canada,424
14517,0812509250,10,Xenocide (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books,23.0,canada,616
14517,0812532554,8,Songmaster,Orson Scott Card,1987,Tor Books,23.0,canada,616
14630,0880381736,9,"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",Margaret Weis,1990,TSR,13.0,canada,618
14683,0451454243,9,The Forest House,Marion Zimmer Bradley,1995,Roc,30.0,canada,354
14683,0451456521,9,Lady of Avalon,Marion Zimmer Bradley,1998,Roc,30.0,canada,354
14683,1551660202,7,Last Honest Woman,Nora Roberts,1995,Mira,30.0,canada,277
14683,1551660504,8,Skin Deep,Nora Roberts,1995,Mira,30.0,canada,277
14801,0345402871,7,Airframe,Michael Crichton,1997,Ballantine Books,23.0,canada,621
15046,0345313151,8,Bearing an Hourglass (Incarnations of Immortality (Paperback)),Piers Anthony,1991,Del Rey Books,25.0,canada,302
15046,0345338588,10,"On a Pale Horse (Incarnations of Immortality, Bk. 1)",Piers Anthony,1989,Del Rey Books,25.0,canada,302
15046,0451093380,7,The Dead Zone,Stephen King,1980,New Amer Library,25.0,canada,0
15046,0451156609,3,The Tommyknockers,Stephen King,1994,Signet Book,25.0,canada,0
15046,0451169530,10,The Stand: Complete and Uncut,Stephen King,1991,Signet Book,25.0,canada,0
15046,0451191013,8,The Regulators,Stephen King,2002,Signet Book,25.0,canada,0
15479,0380789019,6,Neverwhere,Neil Gaiman,1998,Avon,21.0,canada,23
15479,0812550706,10,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books,21.0,canada,616
15822,0316678104,2,Fortune's Rocks : A Novel,Anita Shreve,2001,Back Bay Books,61.0,canada,400
16043,0345379667,6,Travels,Michael Crichton,1993,Ballantine Books,57.0,canada,621
16231,0446608955,8,A Walk to Remember,Nicholas Sparks,2000,Warner Books,32.0,canada,28
16461,0446605239,8,The Notebook,Nicholas Sparks,1998,Warner Books,35.0,canada,28
16562,0553560441,10,The Road to Omaha,Robert Ludlum,1993,Bantam Books,58.0,canada,24
16585,0312924585,7,Silence of the Lambs,Thomas Harris,1991,St. Martin's Press,26.0,canada,489
16585,0451117298,5,Cujo,Stephen King,1982,New American Library,26.0,canada,0
16585,0451131312,7,Night Shift/Children of Corn,Stephen King,1984,Signet Book,26.0,canada,0
16730,0743467523,5,Dreamcatcher,Stephen King,2003,Pocket,71.0,canada,0
16780,0743411250,5,The Woman Next Door,Barbara Delinsky,2002,Pocket,46.0,canada,660
16919,0345353145,6,Sphere,MICHAEL CRICHTON,1988,Ballantine Books,23.0,canada,201
16966,0345381742,8,Power Lines,Anne McCaffrey,1994,Ballantine Books,41.0,canada,141
16966,0345424549,6,Thirdspace (Babylon 5),Peter David,1998,Del Rey Books,41.0,canada,351
16966,0441346634,7,Howling Mad,Peter David,1989,Ace Books,41.0,canada,351
16966,0553118358,8,Dragonsinger,Anne McCaffrey,1978,Bantam Books,41.0,canada,141
16966,0671554271,8,ISHMAEL,Barbara Hambly,1985,Star Trek,41.0,canada,732
16966,0671578057,8,Werehunter,Mercedes Lackey,1999,Baen,41.0,canada,512
16966,0886775302,7,Blood Lines (Daw Book Collectors),Tanya Huff,1993,Daw Books,41.0,canada,746
16966,0886777399,8,Blood Debt (Daw Book Collectors),Tanya Huff,1997,Daw Books,41.0,canada,746
16966,0886777844,10,Summon the Keeper,Tanya Huff,1998,Daw Books,41.0,canada,746
17167,0373218192,8,Engaging The Enemy,Nora Roberts,2003,Silhouette,30.0,canada,277
17231,0316693286,7,Pop Goes the Weasel,James Patterson,1999,Replica Books,73.0,canada,352
17634,0440214041,6,The Pelican Brief,John Grisham,1993,Dell,28.0,canada,483
17726,0399149325,7,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons,33.0,canada,766
17917,0553150979,10,Charlie and the Chocolate Factory,Roald Dahl,1977,Bantam Books,23.0,canada,2
18254,0192824325,7,Emma (The World's Classics),Jane Austen,1995,Oxford University Press,34.0,canada,26
18254,0345296702,10,The Walls of Air (Darwath Trilogy),Barbara Hambly,1988,Del Rey Books,34.0,canada,732
18254,0440154472,8,Jailbird,Kurt Vonnegut,1980,Dell,34.0,canada,184
18254,0804106304,9,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),34.0,canada,31
18565,0399141065,6,Contagion,Robin Cook,1995,Putnam Pub Group,34.0,canada,795
18750,2264033061,5,Des Ã?Â¢mes noires,Anne Perry,2001,Editions 10/18,53.0,canada,796
18795,0064407667,10,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,14.0,canada,19
19129,0553472348,7,The Chamber,John Grisham,1994,Random House Audio,45.0,canada,483
19935,0380789019,7,Neverwhere,Neil Gaiman,1998,Avon,58.0,canada,23
19935,0440211727,5,A Time to Kill,JOHN GRISHAM,1992,Dell,58.0,canada,810
20337,0812512456,4,The Cold One,Christopher Pike,1995,Tor Books,16.0,canada,815
20453,0061092819,7,Together Alone,Barbara Delinsky,1996,HarperTorch,31.0,canada,660
20525,0684195984,8,FROM POTTER'S FIELD,Patricia Cornwell,1995,Scribner,21.0,canada,766
20588,0886774004,8,"Arrow's Fall (The Heralds of Valdemar, Book 3)",Mercedes Lackey,1996,Daw Books,25.0,canada,512
20961,0380789035,8,American Gods,Neil Gaiman,2002,HarperTorch,47.0,canada,23
21246,0345353145,9,Sphere,MICHAEL CRICHTON,1988,Ballantine Books,31.0,canada,201
21749,0345440021,9,Funeral in Blue,Anne Perry,2002,Fawcett Books,59.0,canada,796
21777,0440213525,8,The Client,John Grisham,1994,Dell Publishing Company,55.0,canada,483
21777,0671626132,10,Treasure,Clive Cussler,1988,Simon &amp; Schuster,55.0,canada,114
22126,1880418592,7,"Song of Susannah (The Dark Tower, Book 6)",Stephen King,2004,Donald M. Grant/Scribner,31.0,canada,0
22486,0812510488,8,The Season of Passage,Christopher Pike,1993,Tor Books,17.0,canada,815
22632,0385511612,10,Bleachers,John Grisham,2003,Doubleday,29.0,canada,483
