User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Age,Country,Author_Numerical
276984,0590456504,9,"Karen's Snow Day (Baby-Sitters Little Sister, 34)",Ann M. Martin,1993,Scholastic Paperbacks,11.0,canada,17
276984,0590470485,9,"Karen's Lucky Penny (Baby-Sitters Little Sister, 50)",Ann M. Martin,1994,Scholastic,11.0,canada,17
277009,0452282101,9,The Debt: What America Owes to Blacks,Randall Robinson,2001,Plume Books,30.0,canada,18
277096,0064407667,7,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,57.0,canada,19
277188,0140254188,8,Trash,Amy Yamada,1996,Penguin USA,42.0,canada,20
277188,0525945636,4,Code to Zero,Ken Follett,2000,Dutton Books,42.0,canada,21
277205,0671664964,7,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1988,Pocket,25.0,canada,22
277253,0380807343,9,Coraline,Neil Gaiman,2003,HarperTrophy,24.0,canada,23
277367,0312276885,10,The Sigma Protocol,Robert Ludlum,2001,St. Martin's Press,15.0,canada,24
277378,0140058605,6,The Clear Light of Day (King Penguin S.),Anita Desai,1981,Penguin Books Ltd,33.0,canada,25
277378,0192827588,8,"Northanger Abbey, Lady Susan, the Watsons and Sanditon (World's Classics)",Jane Austen,1990,Oxford University Press,33.0,canada,26
277378,0312195516,7,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,33.0,canada,27
277378,0446608955,4,A Walk to Remember,Nicholas Sparks,2000,Warner Books,33.0,canada,28
277378,0670892963,7,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,33.0,canada,29
277378,0671646575,6,Heat and Dust,Ruth Prawer Jhabvala,1987,Touchstone,33.0,canada,30
277378,0804114986,5,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books,33.0,canada,31
277378,0812507452,4,"People of the Sea (The First North Americans series, Book 5)",W. Michael Gear,1994,Tor Books,33.0,canada,32
277378,0812515560,5,"People of the Lightning (The First North Americans series, Book 7)",Kathleen O'Neal Gear,1996,Tor Books,33.0,canada,33
277378,0812515595,4,"People of the Silence (The First North Americans series, Book 8)",Kathleen O'Neal Gear,1997,Tor Books,33.0,canada,33
277538,0911913009,10,Golf Instruction,Phil Galvano,1982,Steffen Publishing Company,67.0,canada,34
277651,0743225406,8,The Shipping News : A Novel,Annie Proulx,2001,Scribner,38.0,canada,35
277879,0373152604,5,"Once Bitten, Twice Shy : Love's Sting; The Wedding Effect",Catherine Spencer,1996,Harlequin Books,40.0,canada,36
277879,0380710056,6,Agent of Influence,David Aaron,1990,Harper Mass Market Paperbacks (Mm),40.0,canada,37
277879,0451204492,7,The Promise,May McGoldrick,2001,Signet Book,40.0,canada,38
277879,0505522004,7,"Prince of Kisses (Faerie Tale Romance Series , No 2)",Colleen Shannon,1997,Love Spell,40.0,canada,39
277879,0671759361,8,Pearl in the Mist (Landry),V.C. Andrews,1994,Pocket,40.0,canada,40
277879,0743438035,7,Tamed by Your Desire (Brides Of The Bloodstone),Jen Holling,2002,Pocket,40.0,canada,41
277879,0843943289,7,Sheik,Connie Mason,1997,Leisure Books,40.0,canada,42
277879,1557734569,7,Friends and Fortunes,Savannah Stewart,1991,Penguin Putnam~mass,40.0,canada,43
277929,0373292341,9,The Dumont bride,Terri Brisbin,2002,Harlequin,34.0,canada,44
277929,0373440421,6,"Rent - A - Friend (Harlequin Love &amp; Laughter, No 42)",Valerie Kirkwood,1998,Harlequin,34.0,canada,45
277929,0380757311,8,Silver Splendor,Barbara Dawson Smith,1989,Avon Books,34.0,canada,46
277929,0380782782,9,Bride of the Mist,Christina Skye,1996,Avon,34.0,canada,47
277929,0425191001,9,Dancing With a Rogue (Berkley Sensation),Patricia Potter,2003,Berkley Publishing Group,34.0,canada,48
277929,0440217628,9,Maverick Heart,Joan Johnston,1995,Dell Publishing Company,34.0,canada,49
277929,0446302538,8,Freedom Fire,Elizabeth Allen,1986,Warner Books,34.0,canada,50
277929,0449209148,5,Flaming Tree,Phyllis A. Whitney,1989,Ivy Books,34.0,canada,51
277929,0451198948,8,"Warrior's Song (Coulter, Catherine. Medieval Song Quartet, 4.)",Catherine Coulter,2004,Signet Book,34.0,canada,52
277929,0451404645,7,Wild Desire (Topaz Historical Romances),Cassie Edwards,1994,Topaz,34.0,canada,53
277929,0451408373,8,Devil's Diamond,Constance Laux,1998,Topaz,34.0,canada,54
277929,0451408659,8,You and No Other (Topaz Historical Romance),Suzanne Simmons,1998,Topaz,34.0,canada,55
277929,0505523035,10,The Indigo Blade (Legendary Lovers),Linda Jones,1999,Love Spell,34.0,canada,56
277929,0515129968,9,Jezebel's Sister,Emily Carmichael,2001,Jove Books,34.0,canada,57
277929,0553561537,9,Desire,Amanda Quick,1994,Bantam,34.0,canada,58
277929,0804117586,6,Night in Eden,Candice Proctor,1997,Ivy Books,34.0,canada,59
277929,0821724479,8,Desert Captive,Penelope Neri,1988,Zebra Books,34.0,canada,60
277929,0821742167,8,Desert Heat (Zebra Lovegram Historical Romance),Evelyn Rogers,1993,Zebra Books,34.0,canada,61
277929,0843932430,7,Viking Passion,Flora Speer,1992,Leisure Books,34.0,canada,62
277929,1551665522,8,Stolen Heart (Mira),Candace Camp,2000,Mira,34.0,canada,63
277996,0002240114,6,The Dixon Cornbelt League and other baseball stories,W. P Kinsella,1993,HarperCollins,59.0,canada,64
277996,0679440526,6,Cuba and the Night: A Novel,Pico Iyer,1995,Random House Inc,59.0,canada,65
278019,0060196300,6,U.S.S. Seawolf,Patrick Robinson,2000,HarperCollins Publishers,37.0,canada,66
278019,0671002384,9,Ancient Blood:  Day of Honor #1 (Star Trek The Next Generation),Diane Carey,1997,Star Trek,37.0,canada,67
278019,0671002406,9,"Her Klingon Soul (Star Trek Voyager: Day of Honor, Book 3)",Michael Jan Friedman,1997,Star Trek,37.0,canada,68
278019,0671004247,9,"Treaty's Law (Star Trek: Day of Honor, Book 4)",Kristine Kathryn Rusch,1997,Star Trek,37.0,canada,69
278019,0671006754,9,"Armageddon Sky (Star Trek Deep Space Nine: Day of Honor, Book 2)",L. A. Graf,1997,Star Trek,37.0,canada,70
278107,0446605239,8,The Notebook,Nicholas Sparks,1998,Warner Books,51.0,canada,28
278110,0671870998,8,The Wedding,Julie Garwood,1996,Pocket Books,35.0,canada,71
278221,0316031038,10,Jo's Boys : From the Original Publisher,Louisa May Alcott,1994,"Little, Brown",32.0,canada,72
278221,0316031046,10,Little Men,Louisa May Alcott,1994,"Little, Brown",32.0,canada,72
278221,0316031054,10,Little Women : From the Original Publisher,Louisa May Alcott,1994,"Little, Brown",32.0,canada,72
278221,0316779032,10,The Discipline Book: How to Have a Better-Behaved Child From Birth to Age Ten,Martha,1995,"Little, Brown",32.0,canada,73
278221,0316779075,10,The Birth Book : Everything You Need to Know to Have a Safe and Satisfying Birth (Sears Parenting Library),Martha Sears,1994,"Little, Brown",32.0,canada,74
278221,0440216745,7,Whispers,BELVA PLAIN,1994,Dell,32.0,canada,75
278221,0446613436,7,The Guardian,Nicholas Sparks,2004,Warner Books,32.0,canada,28
278221,0553582755,9,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,32.0,canada,76
278221,0671027123,8,All Through the Night (Holiday Classics),Mary Higgins Clark,1999,Pocket,32.0,canada,77
278221,0671027441,10,Natural Family Living : The Mothering Magazine Guide to Parenting,Peggy O'Mara,2000,Atria,32.0,canada,78
278221,0722535562,7,The Antibiotic Crisis,Leon Chaitow,1998,HarperCollins,32.0,canada,79
278221,074341702X,7,The Wonder of Girls : Understanding the Hidden Nature of Our Daughters,Michael Gurian,2002,Atria,32.0,canada,80
278221,0743460529,8,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket,32.0,canada,77
278221,0804106304,9,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),32.0,canada,31
278221,0840776381,8,Dead Air: A Novel,Bob Larson,1991,Thomas Nelson Inc,32.0,canada,81
278221,0871237954,10,"When Comes the Spring (Canadian West, Book 2)",Janette Oke,1985,Bethany House Publishers,32.0,canada,82
278221,0874776929,9,Homeopathic Medicine for Children and Infants,Dana Ullman,1992,Jeremy P. Tarcher,32.0,canada,83
278221,1556611188,9,The Calling of Emily Evans (Women of the West (Paperback Bethany House)),Janette Oke,1990,Bethany House Publishers,32.0,canada,82
278221,1556611536,9,"Julia's Last Hope (Oke, Janette, Women of the West.)",Janette Oke,1990,Bethany House Publishers,32.0,canada,82
278221,1556612257,10,A Woman Named Damaris (Women of the West),Janette Oke,1991,Bethany House Publishers,32.0,canada,82
278221,155661246X,9,They Called Her Mrs. Doc (Women of the West),Janette Oke,1992,Bethany House Publishers,32.0,canada,82
278221,1576738469,7,The Protector (O'Malley #4),Dee Henderson,2001,Multnomah,32.0,canada,84
278221,1589196635,10,Kate's Choice: What Love Can Do ; Gwen's Adventure in the Snow : Three Fire-Side Stories to Warm the Heart,Louisa May Alcott,2001,Chariot Victor Pub,32.0,canada,72
278221,1889613010,10,Organon of the Medical Art,Samuel Hahnemann,2000,Birdcage Books,32.0,canada,85
278307,0375410848,7,True History of the Kelly Gang,Peter Carey,2001,Alfred A. Knopf,51.0,canada,86
278361,0312957866,9,Death Cruise,Donald A. Davis,1996,St. Martin's True Crime,28.0,canada,87
278361,0671868691,7,Bitter Harvest,Ann Rule,1999,Pocket,28.0,canada,88
278444,0671723316,7,BUT I WOULDN'T WANT TO DIE THERE (Jenny Cain Mystery),Nancy Pickard,1994,Pocket,51.0,canada,89
278621,1550390961,8,"Gilean Douglas: Writing Nature, Finding Home",Andrea Pinto Lebowitz,1999,Sono Nis Press,74.0,canada,90
278672,0679731148,7,A Year in Provence,Peter Mayle,1991,Vintage Books USA,43.0,canada,91
278752,0440402255,6,"Too Cute for Words (Pen Pals, No 2)",Sharon Dennis Wyeth,1989,Yearling Books,9.0,canada,92
278846,0060809833,8,Brave New World,Aldous Huxley,1989,Harpercollins,23.0,canada,93
278849,0380698439,9,Behind the Attic Wall (Avon Camelot Books (Paperback)),Sylvia Cassedy,1985,HarperTrophy,23.0,canada,94
202,0140252800,6,The Brimstone Wedding,Barbara Vine,1997,Penguin Books Ltd,28.0,canada,95
215,0061030147,6,"Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think",Cybill Shepherd,2001,Avon Books,20.0,canada,96
362,0446606197,7,Killer Market (Deborah Knott Mysteries (Paperback)),Margaret Maron,1999,Warner Books,63.0,canada,97
475,0679310002,10,Going down swinging,Billie Livingston,1999,Random House Canada,34.0,canada,98
620,0140021566,6,The Mystic Masseur,V.S. Naipaul,1993,Penguin USA,45.0,canada,99
620,0449245691,7,The Book of Lights,Chaim Potok,1997,Fawcett Books,45.0,canada,100
938,0385335482,9,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,55.0,canada,101
1048,0553256696,9,Hiding Place,Corrie Ten Boom,1984,Bantam Books,22.0,canada,102
1048,0785263780,8,Only The River Runs Free : A Novel (Galway Chronicles (Paperback)),Bodie Thoene,2003,WestBow Press,22.0,canada,103
1048,0802433243,7,Only the Wind Remembers,Marlo Schalesky,2003,Moody Publishers,22.0,canada,104
1063,0345387007,5,Tangle Box,TERRY BROOKS,1995,Del Rey,19.0,canada,105
1063,0671311891,9,My Teacher is an Alien,Bruce Coville,1997,Pocket Books,19.0,canada,106
1063,0671721038,6,"The New Hugo Winners, Vol. 2",Isaac Asimov,1991,Baen,19.0,canada,107
1063,0671880187,5,Kitchen,Banana Yoshimoto,1994,Washington Square Press,19.0,canada,108
1063,0802069347,7,Gibson's Student Guide to Western Canadian Universities,Dyanne Gibson,1993,University of Toronto Press,19.0,canada,109
1063,0895773538,9,How in the World?: A Fascinating Journey Through the World of Human Ingenuity,Readers Digest,1990,Readers Digest,19.0,canada,110
1063,1558506454,8,Museum of Science Book of Answers &amp; Questions,Ann Rae Jonas,1996,Adams Media Corp,19.0,canada,111
1116,0061030651,8,U.S.S. Seawolf,Patrick Robinson,2001,HarperTorch,29.0,canada,66
1116,006109594X,7,Nimitz Class,Patrick Robinson,1998,HarperTorch,29.0,canada,66
1116,031298250X,4,America : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,2002,St. Martin's Paperbacks,29.0,canada,112
1116,0425095584,2,Cold Sea Rising,Richard Moran,1987,Berkley Pub Group,29.0,canada,113
1116,0425185710,6,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Berkley Publishing Group,29.0,canada,114
1116,0451409086,6,Threat Vector,Michael Dimercurio,2000,Onyx Books,29.0,canada,115
1116,0553575619,5,Raptor Red,ROBERT T. BAKKER,1996,Bantam,29.0,canada,116
1123,0486203077,8,Tales of Terror and the Supernatural,Wilkie Collins,1972,Dover Publications,23.0,canada,117
1123,0671522817,7,Braveheart,Randall Wallace,1995,Pocket,23.0,canada,118
1242,1559277785,7,Full House,Janet Evanovich,2002,Audio Renaissance,25.0,canada,119
1259,0062502174,7,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1993,HarperSanFrancisco,29.0,canada,120
1721,0449225151,9,A Place Called Freedom,Ken Follett,1996,Fawcett Books,21.0,canada,21
2018,0446516538,5,Slow Waltz in Cedar Bend,Robert James Waller,1993,Warner Books,21.0,canada,121
2181,0765341840,8,"From The Two Rivers : The Eye of the World, Book 1 (Wheel of Time (Starscape))",Robert Jordan,2002,Starscape,15.0,canada,122
2189,0141002077,6,Cherry: A Memoir,Mary Karr,2001,Penguin Books,24.0,canada,123
2189,0312243359,8,We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda,Philip Gourevitch,1999,Picador USA,24.0,canada,124
2189,0394757653,7,The Simple Art of Murder (Vintage Crime),RAYMOND CHANDLER,1988,Vintage,24.0,canada,125
2189,2070423158,9,L'InvitÃ?Â©,Roald Dahl,2002,Gallimard,24.0,canada,2
2189,2253182389,7,Meurtres en soutane,P.D. James,2003,Le Livre de Poche,24.0,canada,126
2189,2877141667,4,L'Education Sentimenntale (World Classics),Gustave Flaubert,2000,Bookking International,24.0,canada,127
2197,0312291639,9,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin,26.0,canada,128
2197,0375727434,7,"Hateship, Friendship, Courtship, Loveship, Marriage : Stories",Alice Munro,2002,Vintage,26.0,canada,129
2197,0449701875,8,Jackaroo,Cynthia Voigt,1989,Fawcett Books,26.0,canada,130
2197,0449702146,10,"Izzy, Willy-Nilly",Cynthia Voigt,1991,Fawcett Books,26.0,canada,130
2197,0449702545,8,Homecoming,Cynthia Voigt,1990,Fawcett Books,26.0,canada,130
2197,0449702936,8,Sons from Afar,Cynthia Voigt,1988,Fawcett Books,26.0,canada,130
2197,0590471570,9,A Solitary Blue (Point),Cynthia Voigt,1993,Scholastic,26.0,canada,130
2197,0590477323,7,Building Blocks (Point),Cynthia Voigt,1994,Scholastic,26.0,canada,130
2197,1550223968,8,Too Close to the Falls: A Memoir,Catherine Gildiner,1999,Independent Pub Group,26.0,canada,131
2425,0425175006,7,The Body on the Beach: A Fethering Mystery (Fethering Mysteries (Hardcover)),Simon Brett,2000,Prime Crime,54.0,canada,132
2578,0590453661,8,"Stay Out of the Basement (Goosebumps, No 2)",R. L. Stine,1995,Scholastic,16.0,canada,133
2749,0345272579,10,The Hobbit,J. R. R. Tolkien,1977,Ballantine Books,18.0,canada,134
2942,0375704973,8,The Lake of Darkness,Ruth Rendell,2001,Random House~trade,28.0,canada,135
2982,0441790348,8,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter,34.0,canada,136
2982,0553212141,8,Heart of Darkness &amp; The Secret Sharer (Bantam Classics),JOSEPH CONRAD,1982,Bantam,34.0,canada,137
3168,0590425390,4,Kneeknock Rise,Natalie Babbitt,0,Scholastic Inc,17.0,canada,138
3168,0671007106,7,LOST IN VEGAS THE SECRET WORLD OF ALEX MACK 23 (ALEX MACK),John Peel,1998,Aladdin,17.0,canada,139
3168,0684872153,8,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,17.0,canada,140
3282,0345275675,10,"The White Dragon (Dragonriders of Pern, V. 3)",Anne McCaffrey,1981,Ultramarine Pub Co,52.0,canada,141
3282,0345365399,10,Wolfwalker,Tara K. Harper,1990,Del Rey Books,52.0,canada,142
3282,0345371615,7,Lightwing,Tara K. Harper,1992,Del Rey Books,52.0,canada,142
3282,0345371623,10,"Storm Runner (Tales of the Wolves, Book 3)",TARA K. HARPER,1993,Del Rey,52.0,canada,143
3282,0345371631,10,Shadow Leader,Tara K. Harper,1991,Del Rey Books,52.0,canada,142
3282,0345380517,9,Cat Scratch Fever,Tara K. Harper,1994,Del Rey Books,52.0,canada,142
3282,0345380525,9,Cataract,Tara K. Harper,1995,Del Rey Books,52.0,canada,142
3282,0345380533,10,Grayheart,Tara K. Harper,1996,Del Rey Books,52.0,canada,142
3282,0345406346,10,"Wolf's Bane (Wolves Series , No 5)",Tara K. Harper,1997,Del Rey Books,52.0,canada,142
3282,0345406354,10,"Silver Moons, Black Steel",Tara K. Harper,2001,Del Rey Books,52.0,canada,142
3282,0385496753,9,The Heartsong of Charging Elk : A Novel,JAMES WELCH,2001,Anchor,52.0,canada,144
3282,0441135560,10,Damia (Ace Science Fiction),Anne McCaffrey,1993,ACE Charter,52.0,canada,141
3282,0451160533,9,She Who Remembers,Linda Lay Shuler,1989,Signet Book,52.0,canada,145
3282,0451176812,9,Voice of the Eagle,Linda Lay Shuler,1993,Signet Book,52.0,canada,145
3282,0451190955,9,Let the Drum Speak: A Novel of Ancient America,Linda Lay Shuler,1997,Signet Book,52.0,canada,145
3282,0451205421,8,The Door to December,Dean R. Koontz,2002,Signet Book,52.0,canada,76
3282,0553148001,9,The Clan of the Cave Bear : a novel,Jean M. Auel,1981,Bantam Books,52.0,canada,146
3282,0671016873,8,The Messengers : A True Story of Angelic Presence and the Return to the Age of Miracles,Julia Ingram,1998,Pocket Star,52.0,canada,147
3282,0671720414,9,Generation Warriors,Anne McCaffrey,1991,Baen,52.0,canada,141
3282,0773760555,9,A Circle of Silver (Circle of Silver Chronicles),Maxine Trottier,2000,Fitzhenry &amp; Whiteside Limited,52.0,canada,148
3282,1579542085,9,Pets' Letters to God,Mark Bricklin,1999,Rodale Press,52.0,canada,149
3289,0195103793,8,Managing Your Mind: The Mental Fitness Guide,Gillian Butler,1995,American Philological Association,38.0,canada,150
3289,0811807282,5,The Secret Language of Dreams: A Visual Key to Dreams and Their Meanings,David Fontana,1994,Chronicle Books,38.0,canada,151
3289,0816303630,9,It Must Have Been an Angel (Redwood Paperback; 119),Marjorie L. Lloyd,1980,Shelter Publications,38.0,canada,152
3305,0028642333,7,The Complete Idiot's Guide(R) to Understanding Islam,Yahiya Emerick,2001,Penguin Putnam,26.0,canada,153
3305,0743412028,10,Pay It Forward,Catherine Ryan Hyde,2000,Pocket,26.0,canada,154
3364,1895636337,7,The Inanimate World: Stories,Robert Strandquist,2000,Anvil Press,29.0,canada,155
3374,0345384466,8,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books,47.0,canada,156
3374,0505523442,9,Prince Charming (Time of Your Life),Robin Wells,1999,Love Spell,47.0,canada,157
3374,0671034006,8,Heartbreaker,Julie Garwood,2001,Pocket,47.0,canada,71
3374,067146969X,10,DAWNFIRE,Lynn Erickson,1984,Pocket,47.0,canada,158
3374,0821762559,9,"Daughter of Camelot (Merlin's Legacy, No 6)",Quinn Taylor Evans,1999,Zebra Books,47.0,canada,159
3379,0380817152,8,The Golden One : A Novel of Suspense,Elizabeth Peters,2003,Avon,16.0,canada,160
3460,0446605239,6,The Notebook,Nicholas Sparks,1998,Warner Books,32.0,canada,28
3578,0060987049,9,Microserfs,Douglas Coupland,1996,Regan Books,25.0,canada,161
3578,0141186151,8,Fifth Business (Penguin Twentieth-Century Classics),Robertson Davies,2001,Penguin Books,25.0,canada,162
3578,0307157857,10,Cars and Trucks and Things That Go,RICHARD SCARRY,1998,Golden Books,25.0,canada,163
3578,0316346624,10,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2002,Back Bay Books,25.0,canada,164
3578,0345347951,8,Childhood's End,Arthur C. Clarke,1987,Del Rey Books,25.0,canada,165
3578,0375414487,9,Nobody's Perfect: Selected Writings from the New Yorker,Anthony Lane,2002,Alfred A. Knopf,25.0,canada,166
3578,039396647X,10,"War and Peace: The Maude Translation, Backgrounds and Sources, Criticism (Norton Critical Editions)",Leo Tolstoy,1996,W. W. Norton &amp; Company,25.0,canada,167
3578,0449909336,10,The Fifties,DAVID HALBERSTAM,1994,Ballantine Books,25.0,canada,168
3578,0451121902,2,Long Wait,Mickey Spillane,1952,Signet Book,25.0,canada,169
3578,0609808346,9,Dispatches from the Tenth Circle: The Best of the Onion,ROBERT SIEGEL,2001,Three Rivers Press,25.0,canada,170
3578,0679311386,8,"The Lion, the Fox and the Eagle",CAROL OFF,2001,Vintage Canada,25.0,canada,171
3578,0679417796,9,The Alienist,Caleb Carr,1994,Random House,25.0,canada,172
3578,0684833662,8,A Separate Peace (Scribner Classics),John Knowles,1996,Scribner,25.0,canada,173
3578,0802130208,10,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987,Grove Press,25.0,canada,174
3578,1550548913,9,How to Be a Canadian: Even If You Already are One,Will Ferguson,2003,Douglas &amp; McIntyre,25.0,canada,175
3578,1573225517,10,High Fidelity,Nick Hornby,1996,Riverhead Books,25.0,canada,176
3613,044041668X,8,Ghost Boy,Iain Lawrence,2002,Laurel-Leaf Books,29.0,canada,177
3902,0874831121,8,Homecoming: The Southern Family in Short Fiction,Liz Smith Parkhurst,1990,August House Pub Inc,59.0,canada,178
3917,0140107649,8,Blue Heaven (Contemporary American Fiction S.),Joe Keenan,1988,Penguin Books,25.0,canada,179
3917,0156007754,7,Blindness (Harvest Book),Jose Saramago,1999,Harvest Books,25.0,canada,180
3917,031205436X,10,Generation X: Tales for an Accelerated Culture,Douglas Coupland,1992,St. Martin's Press,25.0,canada,161
3917,0316845442,8,The Pursuit of Pleasure (Pursuit of Pleasure),Lionel Tiger,1993,Little Brown &amp; Co,25.0,canada,181
3917,0375405046,8,Nobrow: The Culture of Marketing-The Marketing of Culture,John Seabrook,2000,Alfred A. Knopf,25.0,canada,182
3917,0380732181,7,An Underachiever's Diary,Benjamin Anastas,1999,Perennial,25.0,canada,183
3917,038533348X,7,Cat's Cradle,Kurt Vonnegut,1998,Delta,25.0,canada,184
3917,0385497091,5,Thumbsucker,Walter Kirn,1999,Anchor Books/Doubleday,25.0,canada,185
3917,0394758285,7,The Big Sleep,Raymond Chandler,1992,Vintage Books USA,25.0,canada,186
3917,0517886685,9,"Inconspicuous Consumption:  An Obsessive Look at the Stuff We Take for Granted, from the Everyday to the Obscure",Paul Lukas,1997,Three Rivers Press (CA),25.0,canada,187
3917,0553371010,8,The Complete Fairy Tales of the Brothers Grimm,Jack Zipes,1992,Bantam,25.0,canada,188
3917,0670866563,7,All in the family: A cultural history of family life,Suanne Kelman,1998,Viking,25.0,canada,189
3917,0670892963,5,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,25.0,canada,29
3917,0671027638,7,The Fuck Up,Arthur Nersesian,1999,MTV,25.0,canada,190
3917,0679722645,7,The Maltese Falcon (Vintage Crime/Black Lizard),DASHIELL HAMMETT,1989,Vintage,25.0,canada,191
3917,0679723226,7,Double Indemnity (Vintage Crime/Black Lizard),James M. Cain,1989,Vintage,25.0,canada,192
3917,0679756973,8,An Anthropologist on Mars: Seven Paradoxical Tales,Oliver W. Sacks,1996,Vintage Books USA,25.0,canada,193
3917,0688156819,10,The Melancholy Death of Oyster Boy : and Other Stories,Tim Burton,1997,HarperEntertainment,25.0,canada,194
3917,0762403004,7,"The World's Shortest Stories: Murder, Love, Horror, Suspense, All This and Much More in the Most Amazing Short Stories Ever Written, Each One Just 55 Words Long",Steve Moss,1998,Running Press Book Publishers,25.0,canada,195
3917,0802134254,7,Woody Allen on Woody Allen: In Conversation With Stig Bjorkman,Woody Allen,1995,Grove Press,25.0,canada,196
